Symbol,Name,Sector,Instrument,Status,Email,Website
RNLI,Reliable Nepal Life Insurance Limited,Life Insurance,Equity,Active,share@reliablelife.com.np,https://reliablelife.com.np
RNLIP,Reliable Nepal Life Insurance Ltd,Life Insurance,Promoter Share,Active,share@reliablelife.com.np,https://reliablelife.com.np
RRHP,Rairang Hydropower Development Company Ltd.,Hydro Power,Equity,Delisted,sayikanepal@gmail.com,http://www.ridihydro.com.np
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Active,info@rsdcmf.com,www.rsdcmf.com
RSDCP,RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Active,info@rsdcmf.com,www.rsdcmf.com
RSML,Reliance Spinning Mills Limited,Manufacturing And Processing,Equity,Active,info@reliancespinningnepal.com,https://www.reliancespinningnepal.com/
RSY,Reliable Samriddhi Yojana,Life Insurance,Mutual Funds,Active,share@reliablelife.com.np,https://reliablelife.com.np
RSY2,Reliable Samriddhi Yojana -2,Life Insurance,Mutual Funds,Active,share@reliablelife.com.np,https://reliablelife.com.np
RULB,Rastra Utthan Laghubitta Sanstha Limited,Microfinance,Equity,Delisted,info@rulbsl.com.np,www.rulbsl.com.np
RULBP,Rastra Utthan Laghubitta Sanstha Limited,Microfinance,Promoter Share,Inactive,info@rulbsl.com.np,www.rulbsl.com.np
RURU,Ru Ru Jalbidhyut Pariyojana Limited,Hydro Power,Equity,Active,contact@ruruhydro.com,www.ruruhydro.com
SABBL,Salapa Bikas Bank Limited,Development Banks,Equity,Active,info@salapabikasbank.com.np,www.salapabikasbank.com.np
SABBLP,Salapa Bikas Bank Limited,Development Banks,Promoter Share,Active,info@salapabikasbank.com.np,www.salapabikasbank.com.np
SABSL,Sabaiko Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Delisted,info@sabaikolaghubitta.com,www.sabaikolaghubitta.com
SABSLPO,Sabaiko Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Inactive,info@sabaikolaghubitta.com,www.sabaikolaghubitta.com
SADBL,Shangrila Development Bank Ltd.,Development Banks,Equity,Active,info@shangrilabank.com,www.shangrilabank.com
SADBLP,SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,Promoter Share,Active,info@shangrilabank.com,www.shangrilabank.com
SAEF,Sanima Equity Fund,Commercial Banks,Mutual Funds,Delisted,sanima@sanimabank.com,www.sanimabank.com
SAEF2,Sanima Equity Fund-2,Commercial Banks,Mutual Funds,Active,sanima@sanimabank.com,www.sanimabank.com
SAFL,Sagarmatha Finance Limited,Finance,Equity,Delisted,info@sagarmatha.com.np,
SAFLPO,Sagarmatha Finance Limited,Finance,Promoter Share,Inactive,info@sagarmatha.com.np,
SAGAR,Sagar Distillery Limited,Manufacturing And Processing,Equity,Active,legal@sagardistilleries.com,www.sagardistilleries.com
SAGF,Sanima Growth Fund,Mutual Fund,Mutual Funds,Active,sanimacapital@sanimabank.com,www.sanima.capital
SAHAS,Sahas Urja Limited,Hydro Power,Equity,Active,surja@sahasurja.com,www.sahasurja.com
SAIL,Shreenagar Agritech Industries Limited,Manufacturing And Processing,Equity,Active,info@safnepal.com,www.safnepal.com
SAJHA,Sajha Bikas Bank Ltd.,Development Banks,Equity,Delisted,info@sajhabank.com.np,http://www.sajhabank.com.np
SAJHAP,Sajha Bikas Bank Ltd.,Development Banks,Promoter Share,Inactive,info@sajhabank.com.np,http://www.sajhabank.com.np
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,Equity,Active,bishow.ad@sagarmathainsurance.com.np,
SALICOPO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,Promoter Share,Active,bishow.ad@sagarmathainsurance.com.np,
SAMAJ,Samaj Laghubittya Bittiya Sanstha Limited,Microfinance,Equity,Delisted,samajlbsl@gmail.com,www.samajlaghubitta.org.np
SAMAJP,Samaj Laghubitta Bittiya Sanstha Ltd,Microfinance,Promoter Share,Inactive,samajlbsl@gmail.com,www.samajlaghubitta.org.np
SAND2085,10% Sanima Bank Limited Debenture,Commercial Banks,Non-Convertible Debentures,Active,sanima@sanimabank.com,www.sanimabank.com
SANIMA,Sanima Bank Limited,Commercial Banks,Equity,Active,sanima@sanimabank.com,www.sanimabank.com
SANIMAPNP,8.25% Sanima Perpetual Non Cumulative Preference Share,Commercial Banks,Preference Shares,Active,sanima@sanimabank.com,www.sanimabank.com
SANVI,Sanvi Energy Limited,Hydro Power,Equity,Active,energysanvi513@gmail.com,www.sanvienergy.com
SAPDBL,Saptakoshi Development Bank Ltd,Development Banks,Equity,Active,info@skdbl.com.np,www.skdbl.com.np
SAPDBLP,Saptakoshi Development bank Ltd,Development Banks,Promoter Share,Active,info@skdbl.com.np,www.skdbl.com.np
SAPIL,Sarvottam Paints Industries Limited,Manufacturing And Processing,Equity,Active,sarvottampaintsnepal@gmail.com,www.sarvottampaints.com
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,Equity,Active,info@sarbottamcement.com,www.sarbottamcement.com
SBBLJ,Sahayogi Bikas Bank Limited,Development Banks,Equity,Delisted,sahayogibank@yahoo.com,http://www.sahayogibank.com.np
SBBLJP,Sahayogi Bikas Bank Limited,Development Banks,Promoter Share,Inactive,sahayogibank@yahoo.com,http://www.sahayogibank.com.np
SBCF,Sunrise Bluechip Fund,Commercial Banks,Mutual Funds,Active,info@sunrisebank.com.np,
SBD87,8.5% Sanima Debenture 2087,Commercial Banks,Non-Convertible Debentures,Active,sanima@sanimabank.com,www.sanimabank.com
SBD89,10.25% Sanima Debenture 2089,Commercial Banks,Non-Convertible Debentures,Active,sanima@sanimabank.com,www.sanimabank.com
SBI,Nepal SBI Bank Limited,Commercial Banks,Equity,Active,cs@nsbl.com.np,https://nsbl.statebank
SBIBD86,10% Nepal SBI Bank Debenture 2086,Commercial Banks,Non-Convertible Debentures,Active,cs@nsbl.com.np,https://nsbl.statebank
SBID2090,7% Nepal SBI Bank Debenture 2090,Commercial Banks,Non-Convertible Debentures,Active,cs@nsbl.com.np,https://nsbl.statebank
SBID83,10.25% Nepal SBI Bank Debenture 2083,Commercial Banks,Non-Convertible Debentures,Active,cs@nsbl.com.np,https://nsbl.statebank
SBID89,9% Nepal SBI Bank Rinpatra 2089,Commercial Banks,Non-Convertible Debentures,Active,cs@nsbl.com.np,https://nsbl.statebank
SBIPO,Nepal SBI Bank Limited,Commercial Banks,Promoter Share,Active,cs@nsbl.com.np,https://nsbl.statebank
SBL,Siddhartha Bank Limited,Commercial Banks,Equity,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLD2082,10.50% SBL Debenture 2082,Commercial Banks,Non-Convertible Debentures,Delisted,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLD2091,7.25% SBL Debenture 2091,Commercial Banks,Non-Convertible Debentures,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLD78,7.5% sbl debenture,Commercial Banks,Mutual Funds,Delisted,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLD83,10.25% SBL Debenture 2083,Commercial Banks,Non-Convertible Debentures,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLD84,8.5% SBL Debenture 2084,Commercial Banks,Non-Convertible Debentures,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLD89,10.75% SBL Debenture 2089,Commercial Banks,Non-Convertible Debentures,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLPNP,SBL 8.25% Perpetual Non Cumulative Preference Share,Commercial Banks,Preference Shares,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBLPO,Siddhartha Bank Limited,Commercial Banks,Promoter Share,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SBPP,Shree Bhrikuti Pulp And Paper Limited,Manufacturing And Processing,Equity,Suspended,sbpp@sbpp.com,
SBSL,Shikhar Finance Limited,Finance,Equity,Delisted,sbsl@mail.com.np,http://www.shikharfinance.com.np
SCB,Standard Chartered Bank Limited,Commercial Banks,Equity,Active,Legal.Nepal@sc.com,www.sc.com/np
SCBD,10.30% Standard Chartered Bank Limited Debenture,Commercial Banks,Non-Convertible Debentures,Active,Legal.Nepal@sc.com,www.sc.com/np
SCBPO,Standard Chartered Bank Nepal Limited,Commercial Banks,Promoter Share,Active,Legal.Nepal@sc.com,www.sc.com/np
SDBD87,Shangri-la Development Bank Debenture 2087,Development Banks,Non-Convertible Debentures,Active,info@shangrilabank.com,www.shangrilabank.com
SDBL,Siddhartha Development Bank Ltd.,Development Banks,Equity,Delisted,info@sdbl.com.np,
SDBLPO,Siddhartha Development Bank Ltd.,Development Banks,Promoter Share,Inactive,info@sdbl.com.np,
SDESI,Swadeshi Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Delisted,audit@swadeshibank.com,
SDESIP,Swadeshi Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Inactive,audit@swadeshibank.com,
SDFL,Suryadarshan Finance Company Limited,Finance,Equity,Delisted,sdfcl@wlink.com.np,http://www.sdfinance.com.np
SEF,Siddhartha Equity Fund,Commercial Banks,Mutual Funds,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SEF2,Siddhartha Equity Fund 2,Commercial Banks,Mutual Funds,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SEOS,Siddhartha Equity Orineted Scheme,Commercial Banks,Mutual Funds,Delisted,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SETI,Seti Finance Limited,Finance,Equity,Delisted,info@seti.com.np,
SETIPO,Seti Finance Limited,Finance,Promoter Share,Inactive,info@seti.com.np,
SEWA,Sewa Bikas Bank Limited,Development Banks,Equity,Delisted,info@sewabank.com.np,
SEWAPO,Sewa Bikas Bank Limited,Development Banks,Promoter Share,Inactive,info@sewabank.com.np,
SFC,Samjhana Finance Co. Ltd.,Finance,Equity,Suspended,sfc@sfc.com,
SFCL,Samriddhi Finance Company Limited,Finance,Equity,Suspended,cs@sfcl.com.np,sfcl.com.np
SFCLP,Samriddhi Finance Company Limited,Finance,Promoter Share,Inactive,cs@sfcl.com.np,sfcl.com.np
SFCPO,Samjhana Finance Co. Ltd.,Finance,Promoter Share,Inactive,sfc@sfc.com,
SFEF,Sunrise Focused Equity Fund,Commercial Banks,Mutual Funds,Active,info@sunrisecapital.com.np,www.sunrisecapital.com.np
SFFIL,Shrijana Finance (Bittaya Sanstha),Finance,Equity,Delisted,avu@avu.com,
SFFILP,Shrijana Finance (Bittaya Sanstha),Finance,Promoter Share,Inactive,avu@avu.com,
SFL,Siddharth Finance Ltd.,Finance,Equity,Delisted,sfl.bhwa@gmail.com,
SFLPO,Siddharth Finance Ltd.,Finance,Promoter Share,Inactive,sfl.bhwa@gmail.com,
SFMF,Sunrise First Mutual Fund,Commercial Banks,Mutual Funds,Active,piyush.aryal@laxmisunrise.com,www.laxmisunrise.com
SGHC,Swet-Ganga Hydropower & Construction Limited,Hydro Power,Equity,Active,sghcl@sanimahydro.com,www.swetgangahydropower.com
SGHL,Sanigad Hydro Limited,Hydro Power,Equity,Active,hydrosanigad@gmail.com,https://sanigadhydro.com.np
SGIC,Sanima GIC Insurance Limited,Non Life Insurance,Equity,Active,info@sgic.com.np,www.sgic.com.np
SGICP,Sanima GIC Insurance Limited,Non Life Insurance,Promoter Share,Active,info@sgic.com.np,www.sgic.com.np
SHBL,Sahara Bikas Bank Ltd.,Development Banks,Equity,Delisted,info@sahara.com,
SHBLPO,Sahara Bikas Bank Ltd.,Development Banks,Promoter Share,Inactive,info@sahara.com,
SHEL,Singati Hydro Energy Limited,Hydro Power,Equity,Active,shehydro@gmail.com,www.singatihydro.com
SHINE,Shine Resunga Development Bank Ltd.,Development Banks,Equity,Active,info@srdb.com.np,https://srdb.com.np/
SHINED,Shine Resunga Debenture,Development Banks,Non-Convertible Debentures,Active,info@srdb.com.np,https://srdb.com.np/
SHINEP,SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,Promoter Share,Active,info@srdb.com.np,https://srdb.com.np/
SHIVM,SHIVAM CEMENTS LTD,Manufacturing And Processing,Equity,Active,info@shivamcement.com,www.shivamcement.com
SHL,Soaltee Hotel Limited,Hotels And Tourism,Equity,Active,lbkhatri@soaltee.com.np,http://www.soalteehotel.com
SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,info@shrijanshil.com.np,www.shrijanshil.org
SHLBP,Shrijanshil Laghubitta Baittiya sanstha Limited,Microfinance,Promoter Share,Active,info@shrijanshil.com.np,www.shrijanshil.org
SHPC,Sanima Mai Hydropower Ltd.,Hydro Power,Equity,Active,sanimamai@sanimahydro.com,www.maihydro.com
SICL,Shikhar Insurance Co. Ltd.,Non Life Insurance,Equity,Active,info@shikharinsurance.com,http://www.shikharinsurance.com
SICLPO,Shikhar Insurance Co. Ltd.,Non Life Insurance,Promoter Share,Active,info@shikharinsurance.com,http://www.shikharinsurance.com
SIFC,Shree Investment Finance Co. Ltd.,Finance,Equity,Active,info@shreefinance.com.np,http://www.shreefinance.com.np
SIFCPO,Shree Investment Finance Co. Ltd.,Finance,Promoter Share,Active,info@shreefinance.com.np,http://www.shreefinance.com.np
SIGS1,Siddhartha Investment Growth Scheme-1,Commercial Banks,Mutual Funds,Delisted,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SIGS2,Siddhartha Investment Growth Scheme - 2,Commercial Banks,Mutual Funds,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SIGS3,Siddhartha Investment Growth Scheme 3,Commercial Banks,Mutual Funds,Active,laxman.ghimire@sbl.com.np,www.siddharthabank.com
SIKLES,Sikles Hydropower Limited,Hydro Power,Equity,Active,sikleshydro13mw@gmail.com,www.sikleshydro.com.np
SIL,Siddhartha Insurance Ltd.,Non Life Insurance,Equity,Delisted,info@siddharthainsurance.com,
SILPO,Siddhartha Insurance Ltd.,Non Life Insurance,Promoter Share,Inactive,info@siddharthainsurance.com,
SINDU,Sindhu Bikash Bank Ltd,Development Banks,Equity,Active,info@sindhubank.com.np,
SINDUP,Sindhu Bikash Bank Ltd,Development Banks,Promoter Share,Active,info@sindhubank.com.np,
SIPD,Shikhar power Development Limited,Hydro Power,Equity,Active,shikhar.power71@gmail.com,shikharpower.com.np
SJCL,SANJEN JALAVIDHYUT COMPANY LIMITED,Hydro Power,Equity,Active,sanjenhcl@gmail.com,www.sjcl.com.np
SJLIC,SuryaJyoti Life Insurance Company Limited,Life Insurance,Equity,Active,it@suryalife.com,
SJLICP,SuryaJyoti Life Insurance Company Limited,Life Insurance,Promoter Share,Active,it@suryalife.com,
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,info@skbbl.com.np,http://www.skbbl.com.np
SKBBLP,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,info@skbbl.com.np,http://www.skbbl.com.np
SKDBL,Saptakoshi Development Bank Ltd.,Development Banks,Equity,Delisted,devi@skdbl.com.np,http://www.skdbl.com.np
SKDBLP,Saptakoshi Development Bank Ltd.,Development Banks,Promoter Share,Inactive,devi@skdbl.com.np,http://www.skdbl.com.np
SKHEL,Suryakunda Hydro Electric Limited,Hydro Power,Equity,Active,info@suryakundahydro.com.np,www.suryakundahydro.com.np
SKHL,Super Khudi Hydropower Limited,Hydro Power,Equity,Active,info@superkhudi.com.np,www.superkhudi.com.np
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Active,info@slbbl.com.np,www.slbbl.com.np
SLBBLP,Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Active,info@slbbl.com.np,www.slbbl.com.np
SLBS,Suryodaya Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Delisted,suryodayalaghubitta@gmail.com,
SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,info@slbsl.com.np,www.slbsl.com.np
SLBSLPO,Samudayik Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,info@slbsl.com.np,www.slbsl.com.np
SLBSP,Suryodaya Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Inactive,suryodayalaghubitta@gmail.com,
SLCF,Sanima Large Cap Fund,Commercial Banks,Mutual Funds,Active,sanima@sanimabank.com,www.sanimabank.com
SLFL,Subha Laxmi Finance Co. Ltd.,Finance,Equity,Delisted,subhalaxmi@wsn.com.np,http://www.shubhalaxmifinance.com.np
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,samata@samata.org.np,www.samata.org.np
SMATAP,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,samata@samata.org.np,www.samata.org.np
SMB,Support Microfinance Bittiya Sanstha Ltd.,Microfinance,Equity,Active,smicrofinance7@gmail.com,https://supportmicrofinance.com.np/
SMBPO,Support Lagubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,smicrofinance7@gmail.com,https://supportmicrofinance.com.np/
SMF,Swastik Merchant Finance Co. Ltd.,Finance,Equity,Delisted,info@smfcl.com.np,http://www.smfcl.com.np
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,info@swabhimaanlaghubitta.com.np,www.swabhimaanmicrofinance.com
SMFBSP,Swabhumaan Laghubitta Bittiya Sanstha Ltd,Microfinance,Promoter Share,Active,info@swabhimaanlaghubitta.com.np,www.swabhimaanmicrofinance.com
SMFDB,Summit Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Delisted,slbsl2065@gmail.com,
SMFDBP,Summit Micro Finance Development Bank Ltd.,Microfinance,Promoter Share,Inactive,slbsl2065@gmail.com,
SMH,Super Mai Hydropower Limited,Hydro Power,Equity,Active,supermaihydropower@gmail.com,www.supermaihydro.com.np
SMHL,Super Madi Hydropower Limited,Hydro Power,Equity,Active,supermadihydro@gmail.com,www.supermadihydro.com.np
SMJC,Sagarmatha Jalabidhyut Company Limited,Hydro Power,Equity,Active,sagarmathahydropower@gmail.com,https://sagarmathajbc.com.np
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,laxman.paudel@sampadalaghubitta.com.np,https://www.sampadalaghubitta.com.np/
SMPDAP,Sampada Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,laxman.paudel@sampadalaghubitta.com.np,https://www.sampadalaghubitta.com.np/
SNLI,Sun Nepal Life Insurance Company Limited,Life Insurance,Equity,Active,info@snlic.com.np,https://www.snlic.com.np/
SNLIP,Sun Nepal Life Insurance Company Limited,Life Insurance,Promoter Share,Active,info@snlic.com.np,https://www.snlic.com.np/
SNMAPO,Sanima Bank Limited,Commercial Banks,Promoter Share,Active,sanima@sanimabank.com,www.sanimabank.com
SNORL,Snow Rivers Limited,Hydro Power,Equity,Active,info@snowrivers.com.np,www.snowrivers.com.np
SODBL,Society Development Bank Ltd.,Development Banks,Equity,Delisted,himchulibbs@wlink.com.np,
SODBLP,Society Development Bank Ltd.,Development Banks,Promoter Share,Inactive,himchulibbs@wlink.com.np,
SOHL,Solu Hydropower Limited,Hydro Power,Equity,Active,info@soluhydro.com,www.soluhydro.com
SONA,Sonapur Minerals And Oil Limited,Manufacturing And Processing,Equity,Active,finance@sonacement.com,www.sonacement.com
SOPL,Sopan Pharmaceuticals Limited,Manufacturing And Processing,Equity,Active,info@sopanpharma.com,www.sopanpharma.com
SPARS,Sparsha Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Delisted,info@sparshamicrofinance.com,www.sparshamicrofinance.com
SPARSPO,Sparsha Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Inactive,info@sparshamicrofinance.com,www.sparshamicrofinance.com
SPC,Samling Power Company Limited,Hydro Power,Equity,Active,info@spcl.com.np,spcl.com.np
SPDL,Synergy Power Development Ltd.,Hydro Power,Equity,Active,email.synergy@gmail.com,www.synergyhydro.com
SPHL,Sayapatri Hydropower Limited,Hydro Power,Equity,Active,sayapatrihydropowerlimited@gmail.com,www.sayapatrihydropowerlimited.com
SPIL,Siddhartha Premier Insurance Limited,Non Life Insurance,Equity,Active,premier@picl.com.np,
SPILPO,Siddhartha Premier Insurance Limited,Non Life Insurance,Promoter Share,Active,premier@picl.com.np,
SPL,Shuvam Power Limited,Hydro Power,Equity,Active,shuvampower@gmail.com,www.shuvamhydro.com.np
SRBL,Sunrise Bank Limited,Commercial Banks,Equity,Delisted,info@sunrisebank.com.np,
SRBLD83,10.25% Sunrise Bank Debenture 2083,Commercial Banks,Non-Convertible Debentures,Active,info@sunrisebank.com.np,
SRBLPO,Sunrise Bank Limited,Commercial Banks,Promoter Share,Inactive,info@sunrisebank.com.np,
SRD80,10% Sunrise Debenture 2080,Commercial Banks,Non-Convertible Debentures,Delisted,info@sunrisebank.com.np,
SRLI,Sanima Reliance Life Insurance Limited,Life Insurance,Equity,Active,info@sanimareliancelife.com,www.sanimareliancelife.com
SRLIP,Sanima Reliance Life Insurance Limited,Life Insurance,Promoter Share,Active,info@sanimareliancelife.com,www.sanimareliancelife.com
SRS,Shree Ram Sugar Mills Limited,Manufacturing And Processing,Equity,Suspended,srs@srs.com,
SSHL,Shiva Shree Hydropower Ltd,Hydro Power,Equity,Active,shivashreehydropowerltd@gmail.com,www.shivashreehdyro.com
STC,Salt Trading Corporation,Tradings,Equity,Active,legalstcnepal@gmail.com,www.stcnepal.com
STFL,Standard Finance Ltd.,Finance,Equity,Delisted,abc@abc.com,
STFLPO,Standard Finance Ltd.,Finance,Promoter Share,Inactive,abc@abc.com,
SUBBL,Subhechha Bikas Bank Limited,Development Banks,Equity,Delisted,info@subbl.com.np,
SUBBLP,Subhechha Bikas Bank Limited,Development Banks,Promoter Share,Inactive,info@subbl.com.np,
SUPRME,Supreme Development Bank Ltd.,Development Banks,Equity,Delisted,anna@anna.com,
SUPRMP,Supreme Development Bank Ltd.,Development Banks,Promoter Share,Inactive,anna@anna.com,
SWASTIK,Swastik Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,swastik.financeanditdepart@gmail.com,www.swastikmicrofinance.com
SWASTIKP,SWASTIK LAGHUBITTA BITTIYA SANSTHA LTD.,Microfinance,Promoter Share,Active,swastik.financeanditdepart@gmail.com,www.swastikmicrofinance.com
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,finance@swbbl.com.np,www.swbbl.com.np
SWBBLP,Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,finance@swbbl.com.np,www.swbbl.com.np
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,pramesh.acharya@swmfi.com.np,www.swmfi.com.np
SWMFPO,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,pramesh.acharya@swmfi.com.np,www.swmfi.com.np
SYFL,Synergy Finance Ltd.,Finance,Equity,Delisted,abc@abc.com,
SYFLPO,Synergy Finance Ltd.,Finance,Promoter Share,Inactive,abc@abc.com,
SYPNL,SY Panel Nepal Limited,Manufacturing And Processing,Equity,Active,synepal34@gmail.com,https://synepal.com/about.php
TAMOR,Sanima Middle Tamor Hydropower Limited,Hydro Power,Equity,Active,middletamor@sanimahydro.com,https://middletamor.com/
TBBL,Triveni Bikas Bank Limited,Development Banks,Equity,Delisted,triveni@trivenibank.com.np,http://www.trivenibank.com.np
TBBLP,Triveni Bikas Bank Limited,Development Banks,Promoter Share,Inactive,triveni@trivenibank.com.np,http://www.trivenibank.com.np
TDBL,Tourism Development Bank Limited,Development Banks,Equity,Delisted,info@tdbl.com.np,http://www.tdbl.com.np
TDBLPO,Tourism Development Bank Limited,Development Banks,Promoter Share,Inactive,info@tdbl.com.np,http://www.tdbl.com.np
TMDBL,Tinau Mission Development Bank Limited,Development Banks,Equity,Delisted,reporting@tinaumissionbank.com,www.tinaumissionbank.com
TMDBLP,Tinau Mission Development Bank Ltd,Development Banks,Promoter Share,Inactive,reporting@tinaumissionbank.com,www.tinaumissionbank.com
TNBL,Tinau Development Bank Limited,Development Banks,Equity,Delisted,reporting@tinaubank.com,
TNBLPO,Tinau Development Bank Limited,Development Banks,Promoter Share,Inactive,reporting@tinaubank.com,
TPC,Terhathum Power Company Limited,Hydro Power,Equity,Active,terathumpc@gmail.com,http://terhathumpower.com/
TPKHL,Taksar Pikhuwa Khola Hydropower Limited,Hydro Power,Equity,Active,taksarpikhuwahpp2017@gmail.com,tpkhp.com.np
TRH,Taragaon Regency Hotel Limited,Hotels And Tourism,Equity,Active,info@taragaon.com,
TRHPR,Taragaon Regency Hotels Ltd. Preference Share,Hotels And Tourism,Preference Shares,Delisted,info@taragaon.com,
TSHL,Three Star Hydropower Limited,Hydro Power,Equity,Active,sapsu2016@gmail.com,threestarhydro.com
TTL,Trade Tower Limited,Others,Equity,Active,info@tradetower.com.np,
TVCL,Trishuli Jal Vidhyut Company Limited,Hydro Power,Equity,Active,tjvclshare2080@gmail.com,
UAIL,United Ajod Insurance Limited,Non Life Insurance,Equity,Active,info@uail.com.np,www.unitedajodinsurance.com
UAILPO,United Ajod Insurance Limited,Non Life Insurance,Promoter Share,Active,info@uail.com.np,www.unitedajodinsurance.com
UBBL,Udhyam Bikas Bank Limited,Development Banks,Equity,Delisted,edbl@wlink.com.np,
UFCL,Union Finance Co. Ltd.,Finance,Equity,Delisted,ufl@union.com.np,
UFCLPO,Union Finance Co. Ltd.,Finance,Promoter Share,Inactive,ufl@union.com.np,
UFIL,Unique Finance Ltd.,Finance,Equity,Delisted,unique@uniquefinance.com.np,
UFILPO,Unique Finance Ltd.,Finance,Promoter Share,Inactive,unique@uniquefinance.com.np,
UFL,United Finance Ltd.,Finance,Equity,Delisted,shesh.dhungana@ufl.com.np,http://www.ufl.com.np
UFLK,Universal Finance Ltd.,Finance,Equity,Delisted,uflk@uflk.com,
UFLKPO,Universal Finance Ltd.,Finance,Promoter Share,Inactive,uflk@uflk.com,
UFLPO,United Finance Ltd.,Finance,Promoter Share,Inactive,shesh.dhungana@ufl.com.np,http://www.ufl.com.np
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydro Power,Equity,Active,upperhewahpc@gmail.com,upperhewahpc.com.np
ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,upakar.banke1@gmail.com,www.ulbsl.com.np
ULBSLPO,Upakar Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,upakar.banke1@gmail.com,www.ulbsl.com.np
ULHC,Upper Lohore Khola Hydropower Company Limited,Hydro Power,Equity,Active,upperlohore.hydro@gmail.com,www.ulkhp.com
ULI,Union Life Insurance Company Limited,Life Insurance,Equity,Delisted,kapil@unionlife.com.np,www.unionlife.com.np
ULIP,UnionLife Insurance Co. Ltd.,Life Insurance,Promoter Share,Inactive,kapil@unionlife.com.np,www.unionlife.com.np
UMHL,United Modi Hydropower Ltd.,Hydro Power,Equity,Active,unitedmodi@ntc.net.np,www.umh.com.np
UMRH,United IDI Mardi RB Hydropower Limited.,Hydro Power,Equity,Active,unitedidimardi7mw@gmail.com,www.idimardihydro.com.np
UNHPL,Union Hydropower Limited,Hydro Power,Equity,Active,unionhppl@gmail.com,www.unionhydropower.com.np
UNL,Unilever Nepal Limited,Manufacturing And Processing,Equity,Active,unl.shareholdersconnect@unilever.com,https://www.unilevernepal.com/
UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,info@unlbsl.com.np,https://uniquenepalmicrofinance.com.np
UNLBP,Unique Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,info@unlbsl.com.np,https://uniquenepalmicrofinance.com.np
